,product_type,description
884,eye_makeup,l al paris introduces voluminous million lash excess combine bold volume clean definition excessively dramatic lash look legendary millionizer brush bigger ever separate build lash evenly root tip mascara feature built anti clump wiper remove surplus mascara clean impactful effect plus ultra black formula amplifies individual lash dramatic lash effect
885,eye_makeup,breakthrough clump mascara get volume zero clump feature innovative double sided brush lash loading clump combing zone crush clump feature volume zero clumpsinnovative curved brushsuper volumized beautifully separated lasheswater resistant
886,eye_makeup,take unique eye color new limit double volume double impact expertly coordinated shade eye brightening crystal create multi dimensional amplification lash enhancing brush volume boosting groove find flaunt every lash big bold volume smudge flake achieved one coat using stroke
887,eye_makeup,covergirl full lash bloom mascara get exceptional lash fullness soft even touch covergirl petal shaped brush mousse formula natural beeswax lash never stiff brittle perfect everyday wear full lash bloom mascara also safe contact lens wearer ophthalmologically tested bring every last lash embrace full bloom feature give soft full lash never stiff brittle petal shaped brush soft mousse formula natural beeswax brings every lashophthalmologically tested suitable contact lens wearersingredients water eau beeswax cire abeille cetearyl alcohol shellac copernicia cerifera carnauba wax cire de carnauba ceteareth glycerin tapioca starch lecithin ethylhexylglycerin alcohol denat phenoxyethanol benzyl alcohol xanthan gum ammonium hydroxide sodium gluconate may contain titanium dioxide iron oxide
888,eye_makeup,get beautiful thick high impact lash covergirl professional super thick lash mascara brush separate defines reach little lash get bold defined lash easy beautiful feature bold defined volumeseparates defines lasheslasts dayapplication tip hold brush close possible base lash wiggle move lash
889,eye_makeup,brush x impact get bigger eye degree false lash glam volume upper lash get top glam upper brush lower brush grab every tiny lower lash full circle effect best result apply upper brush top lid lash sweep root tip clean voluminous look achieved followed lower lash line using lower micro brush let dry coat remove easily soap water maybelline clean express classic eye makeup remover
890,eye_makeup,stretch extend lash like wing introducing voluminous butterfly mascara one l oreal exciting mascara innovation yet revolutionary butterfly brush asymmetrical lash line shape extends lift outer corner lash give winged effect instantly volumizing lash root stretching lash outward unique cocoon fiber instantly wrap lash soft delicate veil create silky spectacular lash flutter
891,eye_makeup,volumize lengthen define like pro covergirl professional mascara day beautiful lash feature volume length definition one easy stephypoallergenic suitable contact lens wearerswaterproofapplication tip hold brush close possible base lash wiggle move lash
892,eye_makeup,st ever natural mascara organic ingredient combine benefit curl care eyelash curler result without risk lash loss innovative formula feature physician formula proprietary natural origin curlbooster technology level cc performance curl volumize lash condition nourish lasheshypoallergenic fragrance free gluten free opthalmologist approved free harsh chemical free synthetic preservative free parabens free gmo genetically modified organism free synthetic color
893,eye_makeup,fabulously full lash star like appeal marcelle ultimate lash mascara transformation thin plump thick full lash specially designed wand easy use applies right amount mascara maximum lash volume free clump mess formulated protein revitalizing ingredient give lash royal treatment last long long time without flaking strong full lash guaranteed plus hypoallergenic perfume free perfect everyone
894,eye_makeup,achieve thicker fuller longer lash beautiful natural e l f studio lengthening volumizing mascara enlarged brush coat lash evenly enhanced appeal unique formula clump free quick drying color stay day smudging flaking ingredient aqua water caprylic caprictri glyceride cera carnauba carnauba wax synthetic beeswax styrene acrylate ammonium methacrylate copolymer stearic acid cetyl alcohol glyceryl stearate se pvp triethanolamine triacontanyl pvp hydroxyethyl cellulose benzyl alcohol methylchloroisothiazolinone methylisothiazolinone may contain iron oxide ci ci ci
895,eye_makeup,wet n wild mega protein mascara nourishing mascara condition lash soy wheat protein acai oil healthier fuller lash
896,eye_makeup,get blast lush volumized lash lashblast patented volume boosting formula patent pending brush designed max every lash leaving ultimate big lash look feature instant volume fullnesssmudge smear proofhypoallergenic suitable contact lens wearer
897,eye_makeup,experience covergirl first ever volume length mascara fiberstretch formula oversized brush make every little lash bigger fuller longer looking dramatic v bare lashesfeatures super volumizing buildable fiber strength lengtheningthickens extends look natural lash
898,eye_makeup,natural beautiful looking lash covergirl clear gel formula curved brush separate lash conditioning help tame unruly brow feature natural looking lashesbeautifully tamed browslasts dayapplication tip hold brush close possible base lash wiggle move lash
899,eye_makeup,define lash lengthening defining mascara zero clump mascara creates stunning length clean definition flexible brush shaped lash elongate define lash one one built wiper contour brush remove excess formula ensuring clean deposit lash smudging smearing flaking smooth lightweight formula feel comfortable lash allergy tested ophthalmologist tested contact lens safe
900,eye_makeup,breakthrough clump mascara get volume zero clump feature innovative double sided brush lash loading clump combing zone crush clump feature volume zero clumpsinnovative curved brushsuper volumized beautifully separated lash
901,eye_makeup,almay one coat get grow mascara instantly lengthens strengthens lash every time use feature anti breakage pro vitamin formula defends damage lash continue grow longest unique brush shape fit eye contour perfectly reach every last lash one coat clump free extra gentle formula safe even sensitive eye hypoallergenic ophthalmologist tested
902,eye_makeup,great lash clear washable mascara crystal clear formula give softer fuller look gentle brush separate lash perfect fan contains panthenol condition lash glycerin soft feel great shaping setting brow contact lens safe opthalmologist tested
903,eye_makeup,physician formula organic wear jumbo lash mascara give dramatic volume glamour additional feature total ingredient natural origin total ingredient organic farming organisoy moisturizes help nourish lash eco olive natural antioxidant shield lash harsh environmental aggressor direction use sweep mascara brush lash base tip apply multiple coat added volume easily washed soap water removed physician formula eye makeup remover pad lotion ingredient citrus aurantium dulcis orange fruit water glycerin iron oxide microcrystalline cellulose glyceryl stearate water beeswax jojoba ester tapioca starch copernicia cerifera carnauba wax stearic acid glyceryl caprylate aloe barbadensis leaf juice cellulose gum cucumis sativus cucumber fruit extract glycine soya soybean oil hydrolyzed oryza sativa rice protein leuconostoc radish root ferment filtrate magnesium aluminum silicate olea europaea olive leaf extract may contain titanium dioxide hypoallergenic fragrance free opthamologist approved
904,eye_makeup,mascara creates fuller lash accentuate eye medicinal extract eyebright black tea neem leaf soothing effect sensitive eye area rose wax jojoba oil protect fortify individual eyelash ophthalmologically dermatologically tested feature truly natural organic cosmetic certified natrue bdih standardsfree chemical synthetic fragrance preservativesfree mineral oil parabens silicone pegdermatologically tested sensitive skinwherever possible raw material come controlled organic demeter cultivation recovered fair conditionsingredients black blue ingredient water aqua alcohol sorbitol ricinus communis castor seed oil cetearyl alcohol camellia sinensis leaf extract melia azadirachta leaf extract euphrasia officinalis extract hectorite hydrogenated jojoba oil beeswax cera alba rosa damascena flower wax fragrance parfum citronellol geraniol linalool xanthan gum lysolecithin silica iron oxide ci titanium dioxide ci ultramarine ci component natural essential oilsingredients brown water aqua alcohol sorbitol ricinus communis castor seed oil cetearyl alcohol camellia sinensis leaf extract melia azadirachta leaf extract euphrasia officinalis extract hectorite hydrogenated jojoba oil beeswax cera alba rosa damascena flower wax fragrance parfum citronellol geraniol linalool xanthan gum lysolecithin maltodextrin silica carmine ci iron oxide ci ci ci component natural essential oil
